"sku","description","title","price","weight(kg)","inactive","sale_price","product_discount","product_type","quantity"
1996,"Sheridan Turnell Cargo Duvet Cover Set","Sheridan Turnell Cargo Duvet Cover Set",349.95,3,1,"NULL","NULL","Physical",10
1997,"Sheridan - Visconti Chalk Duvet Cover Set","Sheridan - Visconti Chalk Duvet Cover Set",64,3,1,"NULL","NULL","Physical",10
1998,"Sheridan - Beadmore Duvet Cover Set","Sheridan - Beadmore Duvet Cover Set",449.95,3,1,"NULL","NULL","Physical",10
1999,"Sheridan - Edey Toile Duvet Cover","Sheridan - Edey Toile Duvet Cover",55,3,1,"NULL","NULL","Physical",10
2000,"Sheridan - Ekard Blush Duvet Cover","Sheridan - Ekard Blush Duvet Cover",82,3,1,"NULL","NULL","Physical",10
2001,"Sheridan - Nerrida White Duvet Cover","Sheridan - Nerrida White Duvet Cover",91,3,1,"NULL","NULL","Physical",10
2002,"Sheridan - Wheatley Duvet Cover","Sheridan - Wheatley Snow Duvet Cover",64,3,1,"NULL","NULL","Physical",10
2003,"Sheridan Robinson Sand Bedspread","Sheridan Robinson Sand Bedspread",74,3,1,"NULL","NULL","Physical",10
2004,"Sheridan Christobel Bedspread Bluestone","Sheridan Christobel Bedspread Bluestone",69.95,3,1,"NULL","NULL","Physical",10
2005,"Sheridan Salima Duvet Cover","Sheridan Salima Duvet Cover",73,3,1,"NULL","NULL","Physical",10
2006,"Sheridan - Branay Gold Cushion","Sheridan - Branay Gold Cushion",64,2,1,"NULL","NULL","Physical",10
2007,"Sheridan - Cayla_Smoke Cushion","Sheridan - Cayla Smoke Cushion",91,2,1,"NULL","NULL","Physical",10
2008,"Sheridan - Surand Heather Cushion","Sheridan - Surand Heather Cushion",91,2,1,"NULL","NULL","Physical",10
2009,"Sheridan - Ryeburn Earth Cushion","Sheridan - Ryeburn Earth Cushion",183,2,1,"NULL","NULL","Physical",10
2010,"Sheridan - Parkham Heather Cushion","Sheridan - Parkham Heather Cushion",73,2,1,"NULL","NULL","Physical",10
2011,"Sheridan - Parkham Midnight Cushion","Sheridan - Parkham Midnight Cushion",73,2,1,"NULL","NULL","Physical",10
2012,"Sheridan - Parkham Smoke Cushion","Sheridan - Parkham Smoke Cushion",73,2,1,"NULL","NULL","Physical",10
2013,"Sheridan - Mollinson Midnight Cushion","Sheridan - Mollinson Midnight Cushion",82,2,1,"NULL","NULL","Physical",10
2014,"Sheridan - Cassab Heather Cushion","Sheridan - Cassab Heather Cushion",46,2,1,"NULL","NULL","Physical",10
2016,"Sheridan - Cassab Pacific Cushion","Sheridan - Cassab Pacific Cushion",46,2,1,"NULL","NULL","Physical",10
2017,"Sheridan - Bligh Ocean Cushion","Sheridan - Bligh Ocean Cushion",165,2,1,"NULL","NULL","Physical",10
2018,"Sheridan - Earley Dove Throw & Cushions","Sheridan - Earley Dove Throw & Cushions",59.95,2,0,"NULL","NULL","Physical",10
2019,"Sheridan - Earley Flax Throw","Sheridan - Earley Flax Throw",55,2,1,"NULL","NULL","Physical",10
2020,"Sheridan - Earley Dove  Throw & Cushion","Sheridan - Earley Dove  Throw & Cushion",59.95,2,0,"NULL","NULL","Physical",10
2021,"Sheridan - Earley Flax Cushion","Sheridan - Earley Flax Cushion",55,2,1,"NULL","NULL","Physical",10
2022,"Sheridan - Vernon Smoke Cushion","Sheridan - Vernon Smoke Cushion",37,2,1,"NULL","NULL","Physical",10
2023,"Sheridan Vernon Smoke Bedcover","Sheridan Vernon Smoke Bedcover",59.95,3,1,"NULL","NULL","Physical",10
2024,"Sheridan - Lockley Pacific Cushion","Sheridan - Lockley Pacific Cushion",64,2,1,"NULL","NULL","Physical",10
2025,"Sheridan - Haden Blush Cushion","Sheridan - Haden Blush Cushion",55,2,1,"NULL","NULL","Physical",10
2026,"Sheridan - Haden Blush Throw","Sheridan - Haden Blush Throw",55,2,1,"NULL","NULL","Physical",10
2027,"Sheridan - Bligh Heather Cushion","Sheridan - Bligh Heather Cushion",165,2,1,"NULL","NULL","Physical",10
2028,"Sheridan - Custom Smoke Cushion","Sheridan - Custom Smoke Cushion",73,2,1,"NULL","NULL","Physical",10
2029,"Sheridan - Dalmar Midnight Cushion","Sheridan - Dalmar Midnight Cushion",64,2,1,"NULL","NULL","Physical",10
2030,"Sheridan - Dalmar Midnight Throw","Sheridan - Dalmar Midnight Throw",64,2,1,"NULL","NULL","Physical",10
2031,"Sheridan - Market Smoke Cushion","Sheridan - Market Smoke Cushion",82,2,1,"NULL","NULL","Physical",10
2032,"Sheridan - Market Smoke Throw","Sheridan - Market Smoke Throw",82,2,1,"NULL","NULL","Physical",10
2033,"Sheridan Workshop Wisteria Throw","Sheridan Workshop Wisteria Throw",137,2,1,"NULL","NULL","Physical",10
2034,"Sheridan - Ivy Square Cushion","Sheridan - Ivy Square Cushion",37,1,1,"NULL","NULL","Physical",10
2035,"Sheridan - Aiden Pacific Sailboat Cushion","Sheridan - Aiden Pacific Sailboat Cushion",37,1,1,"NULL","NULL","Physical",10
2036,"Sheridan - Abel Wisteria Star Cushion","Sheridan - Abel Wisteria Star Cushion",37,1,1,"NULL","NULL","Physical",10
2037,"Sheridan Strypie Dove Sheet Set","Sheridan Strypie Dove Sheet Set",119,3,1,"NULL","NULL","Physical",10
2038,"Sheridan Tinker Coconut Ice Duvet Cover Set","Sheridan Tinker Coconut Ice Duvet Cover Set",119.95,3,1,"NULL","NULL","Physical",10
2039,"Sheridan The Grounds Atlantic Duvet Cover Set","Sheridan The Grounds Atlantic Duvet Cover Set",129.95,3,1,"NULL","NULL","Physical",10
2040,"Sheridan Tallering Wisteria Duvet Cover Set","Sheridan Tallering Wisteria Duvet Cover Set",139.95,3,1,"NULL","NULL","Physical",10
2041,"Sheridan Cliff Tangerine Duvet Cover Set","Sheridan Cliff Tangerine Duvet Cover Set",119.95,3,1,"NULL","NULL","Physical",10
2042,"Sheridan Playground Midnight Duvet Cover Set","Sheridan Playground Midnight Duvet Cover Set",119.95,4,1,"NULL","NULL","Physical",10
2043,"Sheridan In Bloom Fog Duvet Cover Set","Sheridan In Bloom Fog Duvet Cover Set",129.95,3,1,"NULL","NULL","Physical",10
2044,"Sheridan Alexis Bloom Duvet Cover Set","Sheridan Alexis Bloom Duvet Cover Set",119.95,3,1,"NULL","NULL","Physical",10
2045,"Sheridan - Lottie Wisteria Picture Frame","Sheridan - Lottie Wisteria Picture Frame",23,4,1,"NULL","NULL","Physical",10
2046,"Sheridan - Lottie Midnight Picture Frame","Sheridan - Lottie Midnight Picture Frame",23,4,1,"NULL","NULL","Physical",10
2047,,"Zeald Test Item",0,,0,"NULL","NULL","Physical",10
2049,"Baksana - Francesca Classic PJ Set","Baksana - Francesca Classic PJ Set",143,2,1,"NULL","NULL","Physical",10
2051,"Baksana - Francesca Casual PJ Set with Knit Top","Baksana - Francesca Casual PJ Set with Knit Top",123,2,1,"NULL","NULL","Physical",10
2053,"Baksana - Mia Casual PJ Set with Knit Top","Baksana - Mia Casual PJ Set with Knit Top",129,2,1,"NULL","NULL","Physical",10
2055,"Baksana - Mia Classic PJ Set","Baksana - Mia Classic PJ Set",149,2,1,"NULL","NULL","Physical",10
2057,"Baksana - Mia Boyfriend Nightshirt","Baksana - Mia Boyfriend Nightshirt",99,2,1,"NULL","NULL","Physical",10
2059,"Baksana - Mia Knit Nightie","Baksana - Mia Knit Nightie",76,2,1,"NULL","NULL","Physical",10
2061,"Baksana - Zoe Classic PJ Set","Baksana - Zoe Classic PJ Set",143,2,1,"NULL","NULL","Physical",10
2063,"Baksana - Zoe Casual PJ Set with Knit Top","Baksana - Zoe Casual PJ Set with Knit Top",123,2,1,"NULL","NULL","Physical",10
2065,"Baksana - Zoe Boyfriend Nightshirt","Baksana - Zoe Boyfriend Nightshirt",99,2,1,"NULL","NULL","Physical",10
2067,"Baksana - Zoe Knit Nightie","Baksana - Zoe Knit Nightie",76,2,1,"NULL","NULL","Physical",10
2069,"Baksana Fiesta Robe","Baksana Fiesta Robe",129,4,1,"NULL","NULL","Physical",10
2071,"Baksana - Francesca Robe","Baksana - Francesca Robe",162,4,1,"NULL","NULL","Physical",10
2073,"Baksana - Moyra Robe","Baksana - Moyra Robe",129,4,1,"NULL","NULL","Physical",10
2075,"Baksana - Snow Robe","Baksana - Snow Robe",129,4,1,"NULL","NULL","Physical",10
2077,"Baksana - Men's Ottoman Robe","Baksana -  Men's Ottoman Robe",149.95,2,0,"NULL","NULL","Physical",10
2079,"Baksana - Men's Ashley Robe","Baksana - Men's Ashley Robe",129.95,2,1,"NULL","NULL","Physical",10
2081,"Baksana - Unisex Riceweave Robe","Baksana - Unisex Riceweave Robe",149,4,0,"NULL","NULL","Physical",10
2083,"Bellini Luxe Flannelette is the best quality flannelette in the world","Seneca Bellini Luxe Flannelette Sheet Sets",190,3,0,"NULL","NULL","Physical",10
2085,"Vida pure linen is made in Portugal, the home of fine linen. This pure linen is stonewashed, pre-shrunk and is anti-pilling","Seneca Vida Linen Sheets / Pillowcases Sold separately",110,3,0,"NULL","NULL","Physical",10
2087,"The Vida Stonewashed linen is the finest linen available it is made in Portugal, the home of fine linen","Seneca Vida Linen Duvet Cover",110,3,0,"NULL","NULL","Physical",10
2089,"Seneca - Vida Organic Towels","Seneca - Vida Organic Towels",9.9,3,1,"NULL","NULL","Physical",10
2091,"Exceptionally soft to the touch, plush and extremely absorbent","Christy Supreme Hygro Towels, Hand Towels & Face Cloths - Deep Sea",9.95,3,0,"NULL","NULL","Physical",10
2093,"We found this high quality, thick, cosy waffle in the home of European linen...Portugal.","Seneca - Bellini Premium Waffle Duvet Cover",100,3,0,"NULL","NULL","Physical",10
2095,"The best waffle bedding on the market","Seneca - Bellini Premium Waffle Blanket",100,3,0,"NULL","NULL","Physical",10
2097,"Bianca Lorenne - Kaneshon Cerise Pink Comforter and Cushion","Bianca Lorenne - Kaneshon Cerise Pink Comforter and Cushion",120,3,1,"NULL","NULL","Physical",10
2099,"Bianca Lorenne Hanami Silver Comforter","Bianca Lorenne Hanami Silver Comforter",300,4,1,"NULL","NULL","Physical",10
2101,"Bianca Lorenne Ereganto Black Comforter","Bianca Lorenne Ereganto Black Comforter",648,3,1,"NULL","NULL","Physical",10
2103,"Bianca Lorenne Ereganto Green Cushion","Bianca Lorenne Ereganto Green Cushion",120,3,1,"NULL","NULL","Physical",10
2105,"Bianca Lorenne Kasuri Coverlet","Bianca Lorenne Kasuri Coverlet",108,3,1,"NULL","NULL","Physical",10
2107,"Bianca Lorenne - Louis Natural Linen Comforter","Bianca Lorenne - Louis Natural Linen Comforter",84,3,1,"NULL","NULL","Physical",10
2109,"Amarento White Bedspread is an exquisite 100% cotton, hand led, machine stitched, quilted bedspread in an intricate circular allover design","Bianca Lorenne Amarento  Bedspread / Pillowcases Sold Separately - White - ON SALE",67,4,0,"NULL","NULL","Physical",10
2111," Amberley Ivory Bedspread is a�beautiful 100% cotton hand-led machine stitched quilted bedspread in an intricate allover floral design","Bianca Lorenne Amberley Ivory Bedspread / Pillowcases Sold Separately - ON SALE",67,4,0,"NULL","NULL","Physical",10
2113,"Bianca Lorenne Filato Charcoal Knitted Throw","Bianca Lorenne Filato Charcoal Knitted Throw",238,2,1,"NULL","NULL","Physical",10
2115,"Bianca Lorenne Cheval Grey Knitted Throw","Bianca Lorenne Cheval Grey Knitted Throw",192,2,1,"NULL","NULL","Physical",10
2117,"Nestle yourself under this super soft 100 per cent cotton throw.","Bianca Lorenne - Suro Knitted Throw - ON SALE ",100,2,0,"NULL","NULL","Physical",10
2119,"Bianca Lorenne - Kaori Stone Knitted Throw","Bianca Lorenne - Kaori Stone Knitted Throw",192,2,1,"NULL","NULL","Physical",10
2121,"Bianca Lorenne Maurius Charcoal Throw","Bianca Lorenne Maurius Charcoal Throw",238,3,1,"NULL","NULL","Physical",10
2123,"Cela Silver Bedspread simple yet sophisticated sums up the Cela bedspread","Bianca Lorenne - Cela Silver Bedspread Set - King Single - ON SALE",416,4,0,"NULL","NULL","Physical",10
2125,"Bianca Lorenne - Fabia Linen Bedspread","Bianca Lorenne - Fabia Linen Bedspread",96,4,0,"NULL","NULL","Physical",10
2127,"This versatile, medium weight, matelasse woven bedspread epitomises modern chic","Bianca Lorenne Valentina Stone Bedspread / Eurocases Sold Separately",77,4,0,"NULL","NULL","Physical",10
2129,"&#8203;&#8203;&#8203;&#8203;&#8203;&#8203;&#8203;These are contemporary in design whilst sumptuous in colour. Fabricated with a rich, decadent green velvet top","Bianca Lorenne Takumi Comforter and Cushion - ON SALE",101,3,0,"NULL","NULL","Physical",10
2131,"Bianca Lorenne Matmi Cushion and Pillowsham","Bianca Lorenne Matmi Cushion and Pillowsham",108,3,0,"NULL","NULL","Physical",10
2133,"Bianca Lorenne Matsuba Silver Cushion","Bianca Lorenne Matsuba Silver Cushion",216,3,1,"NULL","NULL","Physical",10
2135,"Bianca Lorenne - Maso Natural Pillowcase","Bianca Lorenne - Maso Natural Pillowcase",103,3,0,"NULL","NULL","Physical",10
2137,"Bianca Lorenne Mateo Blueberry Cushion","Bianca Lorenne Mateo Blueberry Cushion",168,3,1,"NULL","NULL","Physical",10
2139,"Bianca Lorenne Mateo Blueberry Cushion","Bianca Lorenne Mateo Green Cushion",168,3,1,"NULL","NULL","Physical",10
2141,"Subtle hand stitched kantha detailing down the centre of this understated yet versatile comforter and cushion","Bianca Lorenne - Elba Silver Comforter/ Cushion Sold Separately - ON SALE",118,3,0,"NULL","NULL","Physical",10
2143,"The epitome of luxury and style! Sleep only in the best with these sophisticated Italian 100% linen duvets","Bianca Lorenne - Aleeno  Linen  Duvet Cover  - Ivory/Grey - ON SALE",420,4,1,"NULL","NULL","Physical",10
2145,"Sleep only in the best with these sophisticated Italian 100% linen printed duvet covers.","Bianca Lorenne Aleeno Ivory/Ochre Linen  Duvet Cover - ON SALE",420,4,1,"NULL","NULL","Physical",10
2147,"A contemporary design with two rows of embroidery creating a clean, formal aesthetic.�","Bianca Lorenne Livorno White  Duvet Cover",101,4,0,"NULL","NULL","Physical",10
2149,"A contemporary design with two rows of embroidery creating a clean, formal aesthetic.�","Bianca Lorenne Livorno Taupe  Duvet Cover",101,4,0,"NULL","NULL","Physical",10
2151,"Luxurious sophisticated 100% linen patterned sheets from Italy","Bianca Lorenne  - Aleeno Sheet Sets - Ivory/Grey - ON SALE",694,3,1,"NULL","NULL","Physical",10
2153,"Luxurious sophisticated 100% linen patterned sheets from Italy","Bianca Lorenne Aleeno Sheet Sets - Ivory/Ochre - ON SALE",694,2,1,"NULL","NULL","Physical",10
2155,"Italian 100% combed cotton, finest quality at its best","Bianca Lorenne Livorno White-Taupe Sheets / Pillowcases Sold Separately",101,2,0,"NULL","NULL","Physical",10
2157,"Italian 100% combed cotton, finest quality at its best","Bianca Lorenne Livorno White-White Sheets/Pillowcases Sold Separately",101,3,0,"NULL","NULL","Physical",10
2159,"Bianca Lorenne Cadence Blueberry Velvet Headboard","Bianca Lorenne Cadence Blueberry Velvet Headboard",1488,40,1,"NULL","NULL","Physical",10
2161,"Bianca Lorenne Cadence Blueberry Velvet Ottoman","Bianca Lorenne Cadence Blueberry Velvet Ottoman",1320,40,1,"NULL","NULL","Physical",10
2163,"Bianca Lorenne Theo Coffee Table or Side Table/Stool","Bianca Lorenne Theo Coffee Table or Side Table/Stool",1188,40,1,"NULL","NULL","Physical",10
2165,"Bianca Lorenne Modello Coffee Table or Side Table/Stool","Bianca Lorenne Modello Coffee Table or Side Table/Stool",744,5,1,"NULL","NULL","Physical",10
2167,"These hand beaten aluminium vases in a mix of two different sizes and patterns make the perfect accessory to display your floral arrangement.","Bianca Lorenne Modello Vase Set - ON SALE",59,2,0,"NULL","NULL","Physical",10
2169,"Bianca Lorenne Modello Tray Set","Bianca Lorenne Modello Tray Set",264,3,1,"NULL","NULL","Physical",10
2171,"Bianca Lorenne - Modello Bowl/Planter Set","Bianca Lorenne - Modello Bowl/Planter Set",264,3,1,"NULL","NULL","Physical",10
2173,,"Test item - Admin use only",1,,0,"NULL","NULL","Physical",10
2174,,"Zippy Pink Duvet Set",0,,1,"NULL","NULL","Physical",10
2175,"Laundered Linen Duckegg Duvet Cover","Laundered Linen Duckegg Duvet Cover",0,,1,"NULL","NULL","Physical",10
2176,"Sheridan Prevelly Midnight Round Towel","Sheridan Prevelly Midnight Round Towel",95,2,1,"NULL","NULL","Physical",10
2178,"Sheridan  West Rocks Beach Towel","Sheridan  West Rocks Beach Towel",64,2,1,"NULL","NULL","Physical",10
2180,"Sheridan - Longbeach Lagoon Beach Towel","Sheridan - Longbeach Lagoon Beach Towel",69.95,2,1,"NULL","NULL","Physical",10
2182,"Sheridan South Bay Terry Beach Towel","Sheridan South Bay Terry Beach Towel",73,2,1,"NULL","NULL","Physical",10
2184,"Sheridan  The Basin Beach Towel","Sheridan  The Basin Beach Towel",64,2,1,"NULL","NULL","Physical",10
2186,"MM Linen Belle Duvet Cover Set","MM Linen Belle Duvet Cover Set",249.99,3,1,"NULL","NULL","Physical",10
2188,"Sheridan Avebury Duvet Cover Set","Sheridan Avebury Duvet Cover Set",46,3,1,"NULL","NULL","Physical",10
2190,"Sheridan - Boardwalk Duvet Cover Set","Sheridan - Boardwalk Duvet Cover Set",329.95,3,1,"NULL","NULL","Physical",10
2192,"Sheridan - Brockman Monochrome Duvet Cover Set","Sheridan - Brockman Monochrome Duvet Cover Set",55,3,1,"NULL","NULL","Physical",10
2194,"Sheridan - Healy Duvet Cover Set","Sheridan - Healy Duvet Cover Set",329.95,3,1,"NULL","NULL","Physical",10
2196,"Sheridan - Lake Cave Duvet Cover Set","Sheridan - Lake Cave Duvet Cover Set",46,2,1,"NULL","NULL","Physical",10
2198,"Sheridan - Niland Chambray Duvet Cover Set","Sheridan - Niland Chambray Duvet Cover Set",55,3,1,"NULL","NULL","Physical",10
2200,"Sheridan - Niland Midnight Duvet Cover Set","Sheridan - Niland Midnight Duvet Cover Set",55,3,1,"NULL","NULL","Physical",10
2202,"Sheridan Newhall Dove Duvet Cover Set","Sheridan Newhall Dove Duvet Cover Set",55,3,1,"NULL","NULL","Physical",10
2204,"Sheridan Meallia Duvet Cover Set","Sheridan Meallia Duvet Cover Set",55,3,1,"NULL","NULL","Physical",10
2206,"Sheridan Nashe Toile Duvet Cover Set","Sheridan Nashe Toile Duvet Cover Set",228,3,1,"NULL","NULL","Physical",10
2208,"Sheridan Hollins Duvet Cover Set","Sheridan Hollins Duvet Cover Set",69.95,3,1,"NULL","NULL","Physical",10
2210,"Sheridan Goddard Duvet Cover","Sheridan Goddard Duvet Cover",91,3,1,"NULL","NULL","Physical",10
2212,"Sheridan Alderson Linen Duvet Cover","Sheridan Alderson Linen Duvet Cover",91,3,1,"NULL","NULL","Physical",10
2214,"Sheridan - Winthrop Duvet Cover","Sheridan - Winthrop Duvet Cover",91,3,1,"NULL","NULL","Physical",10
2216,"Sheridan - Augustes Duvet Cover","Sheridan - Augustes Duvet Cover",91,3,1,"NULL","NULL","Physical",10
2218,"Sheridan - Freemont Duvet Cover","Sheridan - Freemont Duvet Cover",55,3,1,"NULL","NULL","Physical",10
2220,"Sheridan - Pearse Duvet Cover","Sheridan - Pearse Duvet Cover",55,3,1,"NULL","NULL","Physical",10
2222,"Sheridan - Valletta Midnight Duvet Cover","Sheridan - Valletta Midnight Duvet Cover",46,3,1,"NULL","NULL","Physical",10
2224,"Sheridan Wanderings Breeze Duvet Cover","Sheridan Wanderings Breeze Duvet Cover",46,3,1,"NULL","NULL","Physical",10
2226,"Sheridan Holmes Toile Duvet Cover","Sheridan Holmes Toile Duvet Cover",55,3,1,"NULL","NULL","Physical",10
2228,"Sheridan Reilly Calico Duvet Cover Set","Sheridan Reilly Calico Duvet Cover Set",46,3,1,"NULL","NULL","Physical",10
2230,"Sheridan Comar White Bedspread","Sheridan Comar White Bedspread",64,3,1,"NULL","NULL","Physical",10
2232,"Sheridan - Earley Midnight Throw","Sheridan - Earley Midnight Throw",229.95,2,1,"NULL","NULL","Physical",10
2234,"Sheridan - Earley Midnight Throw","Sheridan - Earley Midnight Throw",229.95,2,1,"NULL","NULL","Physical",10
2236,"Sheridan Kemerton Dove Throw","Sheridan Kemerton Dove Throw",274,2,1,"NULL","NULL","Physical",10
2238,"Sheridan Kemerton Thistle Throw","Sheridan Kemerton Thistle Throw",274,2,1,"NULL","NULL","Physical",10
2240,"Sheridan - Rainmaker Platinum Cushion","Sheridan - Rainmaker Platinum Cushion",64,2,1,"NULL","NULL","Physical",10
2242,"Sheridan - Rainmaker Midnight Cushion","Sheridan - Rainmaker Midnight Cushion",64,2,1,"NULL","NULL","Physical",10
2244,"Sheridan Drifta Midnight Cushion","Sheridan Drifta Midnight Cushion",64,2,1,"NULL","NULL","Physical",10
